,AA,DL,year, month,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
5253,0,1,2010,2,808.0,152.0,56.32,7.42,55.30,0.81,32.15,183.0,1.0,7525.0,2991.0,586.0,1833.0,55.0,2060.0
5254,0,1,2010,10,808.0,105.0,50.32,4.69,22.71,0.0,27.28,2.0,0.0,5228.0,2379.0,300.0,682.0,0.0,1867.0
5256,0,1,2013,7,808.0,223.0,84.46,6.96,70.84,0.0,60.74,3.0,1.0,15466.0,5349.0,548.0,4962.0,0.0,4607.0
5260,0,1,2016,3,808.0,111.0,47.55,6.77,35.56,0.0,21.13,0.0,2.0,5781.0,2954.0,493.0,1164.0,0.0,1170.0
5261,0,1,2016,6,808.0,163.0,58.82,5.96,54.86,0.0,43.35,0.0,8.0,10695.0,4305.0,539.0,2648.0,0.0,3203.0
5269,0,1,2006,5,807.0,124.0,40.20,1.74,51.64,0.0,30.42,4.0,4.0,4615.0,1624.0,78.0,1623.0,0.0,1290.0
5273,0,1,2008,12,807.0,277.0,67.73,6.81,125.90,0.0,76.56,9.0,1.0,13662.0,3586.0,551.0,4912.0,0.0,4613.0
5277,0,1,2012,12,807.0,111.0,33.28,2.17,51.00,0.0,24.55,7.0,1.0,6734.0,1469.0,149.0,3676.0,0.0,1440.0
5285,0,1,2017,3,807.0,146.0,28.11,3.87,95.44,0.85,17.73,7.0,0.0,10197.0,1784.0,808.0,6596.0,50.0,959.0
5318,0,1,2006,6,805.0,234.0,63.36,9.22,77.79,0.0,83.63,5.0,0.0,12458.0,3296.0,802.0,3491.0,0.0,4869.0
5325,0,1,2011,10,805.0,118.0,23.26,1.73,81.02,0.0,11.99,0.0,2.0,3901.0,1018.0,167.0,2076.0,0.0,640.0
5326,0,1,2014,3,805.0,127.0,52.91,0.68,49.18,0.0,24.23,0.0,4.0,6385.0,2845.0,35.0,2256.0,0.0,1249.0
5328,0,1,2014,6,805.0,150.0,55.50,8.94,32.83,0.0,52.73,0.0,3.0,9046.0,3327.0,437.0,1325.0,0.0,3957.0
5344,0,1,2009,12,804.0,203.0,59.16,7.29,83.43,0.0,53.12,20.0,5.0,9010.0,2381.0,590.0,2743.0,0.0,3296.0
5347,0,1,2013,12,804.0,227.0,82.32,12.08,98.88,0.0,33.72,3.0,2.0,9546.0,3848.0,1143.0,3024.0,0.0,1531.0
5353,0,1,2017,5,804.0,130.0,55.95,1.84,36.15,0.0,36.06,1.0,2.0,7670.0,3967.0,159.0,1534.0,0.0,2010.0
5362,0,1,2013,5,803.0,125.0,42.42,1.94,52.40,0.0,28.24,0.0,3.0,6882.0,2901.0,96.0,2078.0,0.0,1807.0
5366,0,1,2016,2,803.0,119.0,46.84,10.38,35.68,0.0,26.10,4.0,1.0,8381.0,3162.0,1097.0,1778.0,0.0,2344.0
5367,0,1,2017,4,803.0,138.0,50.60,19.01,26.08,0.0,42.31,23.0,3.0,12400.0,4514.0,3119.0,996.0,0.0,3771.0
5369,0,1,2017,11,803.0,59.0,31.91,0.0,18.73,0.0,8.36,0.0,1.0,2968.0,2155.0,0.0,410.0,0.0,403.0
5375,0,1,2011,3,802.0,177.0,60.04,2.7,72.25,0.0,42.01,6.0,4.0,8045.0,3441.0,58.0,2608.0,0.0,1938.0
5377,0,1,2012,9,802.0,71.0,28.66,1.59,21.70,0.0,19.05,0.0,0.0,3836.0,1682.0,80.0,852.0,0.0,1222.0
5378,0,1,2014,10,802.0,142.0,32.97,7.03,89.01,0.0,12.99,0.0,1.0,6759.0,2035.0,419.0,3654.0,0.0,651.0
5404,0,1,2004,3,800.0,124.0,30.27,1.79,63.64,0.0,28.30,3.0,0.0,4405.0,1297.0,69.0,1588.0,0.0,1451.0
5405,0,1,2008,1,800.0,123.0,38.61,3.64,60.14,0.0,20.62,26.0,1.0,6421.0,1870.0,555.0,2587.0,0.0,1409.0
5414,0,1,2017,3,800.0,90.0,32.70,6.39,28.99,0.0,21.91,6.0,3.0,4457.0,1745.0,314.0,1200.0,0.0,1198.0
5415,0,1,2017,3,800.0,83.0,33.07,3.4,14.88,0.0,31.65,2.0,1.0,3820.0,1411.0,220.0,780.0,0.0,1409.0
5584,0,1,2015,2,799.0,151.0,59.69,12.88,49.93,0.0,28.49,5.0,2.0,9421.0,4522.0,1145.0,1605.0,0.0,2149.0
5598,0,1,2012,12,798.0,96.0,29.55,1.97,27.51,0.0,36.97,2.0,0.0,4980.0,1525.0,208.0,1074.0,0.0,2173.0
5638,0,1,2014,4,796.0,138.0,58.25,3.31,43.24,0.0,33.21,0.0,2.0,5370.0,2661.0,84.0,1250.0,0.0,1375.0
5654,0,1,2013,10,795.0,63.0,34.11,1.0,20.42,0.0,7.47,0.0,2.0,3451.0,2307.0,115.0,651.0,0.0,378.0
5670,0,1,2013,11,794.0,96.0,47.78,1.48,26.56,1.0,19.18,0.0,0.0,4987.0,2844.0,193.0,778.0,302.0,870.0
5671,0,1,2014,8,794.0,124.0,57.74,7.82,39.48,0.0,18.96,2.0,3.0,6509.0,3098.0,845.0,1373.0,0.0,1193.0
5675,0,1,2015,9,794.0,113.0,34.60,6.34,50.20,0.0,21.85,0.0,0.0,6384.0,1893.0,599.0,2768.0,0.0,1124.0
5680,0,1,2017,8,794.0,110.0,28.30,3.79,54.05,0.0,23.86,3.0,2.0,6931.0,1715.0,381.0,3117.0,0.0,1718.0
5693,0,1,2011,1,793.0,140.0,41.41,2.57,62.84,0.0,33.18,56.0,2.0,6999.0,2497.0,267.0,2101.0,0.0,2134.0
5694,0,1,2012,10,793.0,189.0,36.87,3.44,123.68,0.0,25.01,15.0,0.0,8589.0,2162.0,152.0,4391.0,0.0,1884.0
5711,0,1,2006,9,792.0,211.0,58.14,3.42,99.69,0.0,49.76,12.0,1.0,9938.0,3360.0,141.0,3452.0,0.0,2985.0
5715,0,1,2011,12,792.0,94.0,28.28,0.73,34.75,0.0,30.24,0.0,2.0,4567.0,1560.0,59.0,1194.0,0.0,1754.0
5719,0,1,2012,11,792.0,54.0,25.30,0.31,11.87,0.0,16.51,3.0,3.0,2641.0,1375.0,39.0,450.0,0.0,777.0
5721,0,1,2014,3,792.0,143.0,61.46,7.84,43.50,0.0,30.20,24.0,0.0,6988.0,3696.0,510.0,1597.0,0.0,1185.0
5723,0,1,2014,6,792.0,202.0,65.60,8.34,90.54,0.0,37.52,0.0,3.0,10705.0,3508.0,267.0,4882.0,0.0,2048.0
5738,0,1,2007,4,791.0,158.0,45.57,0.9,64.49,0.0,47.03,4.0,0.0,7372.0,2336.0,54.0,2185.0,0.0,2797.0
5747,0,1,2015,9,791.0,106.0,35.83,4.56,49.14,1.0,15.46,0.0,0.0,6223.0,2346.0,366.0,2445.0,141.0,925.0
5798,0,1,2009,8,79.0,24.0,8.83,0.0,13.50,0.0,1.66,0.0,1.0,2112.0,1062.0,0.0,372.0,0.0,678.0
5842,0,1,2011,9,789.0,69.0,25.31,1.36,24.58,0.0,17.75,1.0,1.0,3331.0,1340.0,55.0,868.0,0.0,1068.0
5846,0,1,2015,4,789.0,118.0,46.00,6.61,43.96,0.0,21.43,2.0,3.0,5158.0,2044.0,554.0,1428.0,0.0,1132.0
5859,0,1,2011,10,788.0,141.0,31.65,2.54,90.18,0.0,16.63,1.0,1.0,6411.0,2160.0,195.0,3184.0,0.0,872.0
5865,0,1,2016,9,788.0,110.0,47.20,4.01,37.33,0.0,21.46,0.0,5.0,6229.0,2565.0,526.0,1836.0,0.0,1302.0
5879,0,1,2012,9,787.0,93.0,24.31,0.58,39.72,0.0,28.39,2.0,0.0,4824.0,1399.0,11.0,1426.0,0.0,1988.0
5882,0,1,2014,9,787.0,120.0,48.06,5.7,36.09,0.0,30.15,0.0,0.0,5261.0,2364.0,247.0,1171.0,0.0,1479.0
5906,0,1,2011,8,785.0,149.0,59.54,3.39,29.12,0.0,56.94,18.0,3.0,9233.0,4063.0,243.0,1483.0,0.0,3444.0
5924,0,1,2007,12,784.0,190.0,59.02,4.34,61.18,0.0,65.47,17.0,0.0,9890.0,2816.0,463.0,2476.0,0.0,4135.0
5927,0,1,2014,10,784.0,108.0,44.36,3.81,30.66,0.0,29.17,0.0,0.0,4600.0,2134.0,261.0,961.0,0.0,1244.0
5936,0,1,2007,10,783.0,173.0,45.98,1.03,79.72,1.0,45.27,9.0,0.0,8990.0,2563.0,35.0,3012.0,175.0,3205.0
5937,0,1,2007,10,783.0,166.0,45.43,0.56,82.72,1.0,36.29,1.0,0.0,8136.0,2523.0,33.0,2989.0,206.0,2385.0
5948,0,1,2007,11,782.0,108.0,45.82,0.23,35.19,0.0,26.77,2.0,1.0,4980.0,2265.0,14.0,1160.0,0.0,1541.0
5953,0,1,2011,3,782.0,215.0,67.74,3.08,90.52,0.0,53.65,3.0,0.0,10476.0,4068.0,341.0,3076.0,0.0,2991.0
5958,0,1,2015,2,782.0,152.0,53.35,20.52,48.92,0.0,29.21,6.0,0.0,10245.0,4172.0,2047.0,1973.0,0.0,2053.0
5965,0,1,2006,1,781.0,170.0,59.77,11.2,45.58,0.0,53.46,8.0,0.0,8683.0,3118.0,819.0,1528.0,0.0,3218.0
5974,0,1,2017,10,781.0,72.0,29.93,2.8,14.81,0.0,24.46,0.0,0.0,4574.0,1518.0,123.0,1618.0,0.0,1315.0
5983,0,1,2013,11,780.0,88.0,28.06,0.63,45.39,0.0,13.92,0.0,2.0,3393.0,1532.0,22.0,1221.0,0.0,618.0
6077,0,1,2006,4,779.0,112.0,42.13,1.75,27.52,0.0,40.60,4.0,1.0,5156.0,1861.0,72.0,954.0,0.0,2269.0
6080,0,1,2007,8,779.0,247.0,71.31,8.74,91.85,1.0,74.11,11.0,2.0,14025.0,3978.0,809.0,3599.0,34.0,5605.0
6083,0,1,2008,12,779.0,165.0,52.09,1.76,57.22,0.0,53.93,40.0,0.0,7447.0,2745.0,123.0,1824.0,0.0,2755.0
6086,0,1,2010,12,779.0,168.0,69.50,4.89,58.43,0.0,35.18,36.0,0.0,9478.0,4218.0,701.0,2157.0,0.0,2402.0
6087,0,1,2011,6,779.0,222.0,55.42,12.75,112.56,0.72,40.56,1.0,1.0,13066.0,4008.0,1176.0,5128.0,38.0,2716.0
6112,0,1,2016,7,778.0,166.0,60.92,7.19,52.41,0.0,45.48,2.0,3.0,13481.0,5026.0,1508.0,2211.0,0.0,4736.0
6113,0,1,2016,8,778.0,148.0,56.21,3.78,37.41,0.0,50.60,15.0,3.0,13806.0,6334.0,224.0,1495.0,0.0,5753.0
6117,0,1,2018,1,778.0,93.0,27.20,9.91,33.26,0.0,22.63,9.0,1.0,6856.0,1614.0,1340.0,2190.0,0.0,1712.0
6126,0,1,2015,5,777.0,100.0,30.69,6.26,26.40,0.0,36.66,2.0,0.0,6212.0,1587.0,524.0,1186.0,0.0,2915.0
6128,0,1,2015,9,777.0,87.0,35.11,3.67,29.98,0.0,18.24,0.0,1.0,4700.0,2333.0,305.0,905.0,0.0,1157.0
6135,0,1,2010,9,776.0,135.0,47.95,2.9,52.49,0.0,31.66,1.0,1.0,5572.0,2023.0,169.0,1591.0,0.0,1789.0
6141,0,1,2013,9,776.0,67.0,29.00,0.0,26.56,0.0,11.44,0.0,1.0,3974.0,1534.0,0.0,1940.0,0.0,500.0
6144,0,1,2017,7,776.0,92.0,41.27,7.03,21.95,0.0,21.75,0.0,0.0,5181.0,2804.0,425.0,898.0,0.0,1054.0
6148,0,1,2007,7,775.0,303.0,99.15,3.65,125.97,1.0,73.23,10.0,1.0,18071.0,5076.0,211.0,7322.0,21.0,5441.0
6150,0,1,2012,10,775.0,119.0,52.50,0.39,23.73,0.0,42.39,14.0,2.0,5140.0,2759.0,14.0,688.0,0.0,1679.0
6155,0,1,2015,11,775.0,100.0,39.12,5.07,38.68,0.0,17.13,0.0,0.0,3867.0,1786.0,180.0,1153.0,0.0,748.0
6169,0,1,2011,10,774.0,78.0,21.43,0.05,27.79,0.0,28.73,3.0,0.0,3799.0,988.0,11.0,819.0,0.0,1981.0
6172,0,1,2014,7,774.0,119.0,46.12,2.88,52.78,0.0,17.22,5.0,6.0,5846.0,2107.0,98.0,2741.0,0.0,900.0
6175,0,1,2017,7,774.0,157.0,42.84,10.36,66.90,0.0,36.91,4.0,5.0,10972.0,2913.0,610.0,4942.0,0.0,2507.0
6176,0,1,2017,8,774.0,69.0,28.38,3.64,15.64,0.0,21.34,1.0,0.0,4022.0,2296.0,94.0,490.0,0.0,1142.0
6188,0,1,2013,3,773.0,152.0,53.08,4.72,65.26,0.0,28.93,4.0,1.0,8615.0,3669.0,544.0,2326.0,0.0,2076.0
6191,0,1,2015,7,773.0,141.0,46.25,13.03,43.06,0.0,38.66,3.0,10.0,7413.0,1997.0,739.0,1812.0,0.0,2865.0
6194,0,1,2017,4,773.0,133.0,42.59,15.95,39.79,0.0,34.67,30.0,2.0,13705.0,4918.0,1963.0,2813.0,0.0,4011.0
6199,0,1,2006,10,772.0,153.0,61.67,3.83,42.15,0.0,45.35,3.0,1.0,7084.0,2776.0,383.0,1341.0,0.0,2584.0
6208,0,1,2016,9,772.0,83.0,25.14,3.92,36.45,0.0,17.49,0.0,2.0,5208.0,1904.0,202.0,1637.0,0.0,1465.0
6216,0,1,2011,10,771.0,97.0,22.90,1.0,49.16,0.0,23.94,6.0,1.0,3379.0,788.0,45.0,1427.0,0.0,1119.0
6219,0,1,2015,8,771.0,132.0,48.20,7.61,46.03,0.0,30.16,1.0,1.0,6397.0,2459.0,366.0,2011.0,0.0,1561.0
6279,0,1,2009,9,77.0,6.0,4.99,0.0,0.07,0.0,0.94,0.0,0.0,1084.0,912.0,0.0,18.0,0.0,154.0
6315,0,1,2011,7,769.0,176.0,68.47,5.82,44.87,0.0,56.84,4.0,2.0,8890.0,3227.0,376.0,1737.0,0.0,3550.0
6317,0,1,2013,11,769.0,83.0,34.62,1.23,30.33,0.0,16.83,0.0,3.0,3864.0,1788.0,96.0,1055.0,0.0,925.0
6326,0,1,2006,7,768.0,223.0,63.51,1.73,99.91,0.0,57.85,4.0,3.0,12638.0,3552.0,78.0,4233.0,0.0,4775.0
6334,0,1,2011,11,768.0,78.0,28.43,3.21,28.19,0.0,18.18,0.0,1.0,3216.0,1480.0,242.0,636.0,0.0,858.0
6361,0,1,2007,11,766.0,87.0,28.04,0.0,27.29,0.0,31.67,3.0,0.0,3461.0,1057.0,0.0,826.0,0.0,1578.0
6364,0,1,2013,2,766.0,103.0,34.66,2.82,45.82,0.0,19.70,8.0,3.0,6804.0,2924.0,348.0,2660.0,0.0,872.0
6374,0,1,2005,9,765.0,102.0,30.45,0.45,39.06,0.0,32.03,27.0,2.0,3911.0,1277.0,10.0,1245.0,0.0,1379.0
6376,0,1,2007,2,765.0,178.0,55.44,9.12,69.95,0.0,43.49,19.0,2.0,10307.0,3160.0,1525.0,2701.0,0.0,2921.0
6389,0,1,2015,5,765.0,151.0,31.45,7.94,94.21,0.0,17.40,0.0,1.0,9320.0,2845.0,1293.0,4218.0,0.0,964.0
6391,0,1,2016,10,765.0,67.0,36.54,0.0,21.52,0.0,8.94,24.0,0.0,3001.0,1829.0,0.0,667.0,0.0,505.0
6401,0,1,2009,2,764.0,101.0,31.49,3.01,37.38,0.0,29.13,2.0,0.0,4359.0,1572.0,482.0,1205.0,0.0,1100.0
6404,0,1,2012,10,764.0,83.0,31.50,0.0,36.18,0.0,15.32,9.0,0.0,2822.0,1332.0,0.0,849.0,0.0,641.0
6405,0,1,2013,9,764.0,74.0,40.25,0.63,15.57,0.0,17.55,0.0,2.0,3174.0,1815.0,45.0,477.0,0.0,837.0
6422,0,1,2016,1,763.0,118.0,57.16,5.1,40.48,0.0,15.26,59.0,0.0,5386.0,3024.0,353.0,1298.0,0.0,711.0
6425,0,1,2017,10,763.0,83.0,27.81,2.31,35.00,0.0,17.88,0.0,0.0,3366.0,1356.0,159.0,1141.0,0.0,710.0
6443,0,1,2004,8,761.0,203.0,43.97,2.19,89.18,0.0,67.66,5.0,2.0,8583.0,2036.0,146.0,2893.0,0.0,3508.0
6444,0,1,2006,8,761.0,195.0,59.18,4.5,74.26,1.38,55.67,5.0,0.0,10552.0,3478.0,425.0,3100.0,111.0,3438.0
6448,0,1,2011,6,761.0,162.0,65.80,9.38,35.07,0.0,51.75,0.0,1.0,9304.0,3825.0,745.0,1312.0,0.0,3422.0
6449,0,1,2011,11,761.0,85.0,34.75,1.95,36.78,0.0,11.51,0.0,1.0,3788.0,1969.0,83.0,1199.0,0.0,537.0
6450,0,1,2012,9,761.0,135.0,20.85,2.0,98.58,0.0,13.58,1.0,0.0,6310.0,1384.0,77.0,4187.0,0.0,662.0
6452,0,1,2014,9,761.0,109.0,43.20,6.42,36.79,0.0,22.59,0.0,1.0,4273.0,1718.0,390.0,1280.0,0.0,885.0
6455,0,1,2018,1,761.0,124.0,48.87,20.36,29.36,0.0,25.40,18.0,0.0,7769.0,2675.0,2123.0,1274.0,0.0,1697.0
6459,0,1,2004,7,760.0,200.0,57.90,2.62,97.55,0.0,41.93,3.0,1.0,8412.0,2776.0,148.0,3316.0,0.0,2172.0
6465,0,1,2007,6,760.0,273.0,77.97,4.54,92.36,0.93,97.21,11.0,0.0,17844.0,4757.0,368.0,5623.0,38.0,7058.0
6472,0,1,2014,9,760.0,124.0,29.46,2.15,80.33,0.99,11.07,0.0,1.0,5037.0,1773.0,142.0,2499.0,222.0,401.0
6475,0,1,2017,9,760.0,85.0,31.53,0.74,37.45,0.0,15.28,92.0,0.0,3961.0,1505.0,30.0,1301.0,0.0,1125.0
6574,0,1,2015,11,759.0,64.0,27.84,2.0,19.64,0.0,14.51,0.0,0.0,3239.0,1450.0,218.0,590.0,0.0,981.0
6591,0,1,2012,1,758.0,115.0,40.29,3.56,49.71,0.0,21.43,5.0,4.0,4999.0,1997.0,130.0,1866.0,0.0,1006.0
6592,0,1,2013,12,758.0,164.0,52.39,6.83,62.94,0.0,41.84,2.0,2.0,10123.0,3789.0,519.0,3204.0,0.0,2611.0
6603,0,1,2008,5,757.0,137.0,42.62,1.05,60.11,0.0,33.22,3.0,2.0,6513.0,2234.0,62.0,2244.0,0.0,1973.0
6613,0,1,2016,11,757.0,69.0,24.29,0.54,34.36,0.0,9.81,0.0,1.0,2897.0,1475.0,20.0,1044.0,0.0,358.0
6615,0,1,2017,8,757.0,129.0,29.15,2.51,74.00,0.61,22.73,0.0,3.0,7839.0,2320.0,130.0,4331.0,35.0,1023.0
6622,0,1,2005,1,756.0,213.0,54.28,5.26,101.49,0.0,51.97,17.0,2.0,11197.0,2863.0,476.0,4707.0,0.0,3151.0
6650,0,1,2013,10,755.0,53.0,25.35,0.0,15.42,0.0,12.23,0.0,0.0,1954.0,1040.0,0.0,436.0,0.0,478.0
6651,0,1,2015,10,755.0,56.0,29.38,1.04,16.98,0.0,8.60,0.0,1.0,3273.0,2241.0,32.0,520.0,0.0,480.0
6670,0,1,2014,11,754.0,143.0,54.13,3.11,63.10,0.0,22.66,0.0,0.0,6675.0,2708.0,276.0,2278.0,0.0,1413.0
6671,0,1,2014,12,754.0,73.0,26.43,4.64,26.12,0.0,15.80,1.0,1.0,3809.0,1757.0,238.0,1042.0,0.0,772.0
6683,0,1,2010,12,753.0,371.0,84.27,16.94,216.51,0.0,53.28,26.0,2.0,21909.0,4335.0,936.0,12451.0,0.0,4187.0
6698,0,1,2011,12,752.0,74.0,25.41,2.73,32.19,0.0,13.67,0.0,2.0,2817.0,955.0,90.0,800.0,0.0,972.0
6699,0,1,2014,4,752.0,77.0,28.48,4.4,30.61,0.0,13.51,0.0,0.0,3390.0,1669.0,120.0,881.0,0.0,720.0
6700,0,1,2015,6,752.0,114.0,41.17,5.34,38.44,0.0,29.06,6.0,3.0,7487.0,2286.0,832.0,1770.0,0.0,2599.0
6717,0,1,2004,6,750.0,242.0,54.12,6.93,113.68,0.0,67.27,2.0,0.0,11040.0,3532.0,639.0,3776.0,0.0,3093.0
6720,0,1,2007,5,750.0,135.0,32.90,1.45,68.21,0.0,32.44,1.0,1.0,6531.0,1887.0,213.0,2634.0,0.0,1797.0
6721,0,1,2008,2,750.0,166.0,41.72,5.43,71.99,0.0,46.86,11.0,5.0,8569.0,1854.0,848.0,2669.0,0.0,3198.0
6826,0,1,2011,9,749.0,98.0,26.16,0.55,44.13,0.0,27.16,2.0,1.0,3993.0,978.0,45.0,1351.0,0.0,1619.0
6827,0,1,2013,3,749.0,92.0,36.14,1.74,34.13,0.0,19.98,1.0,0.0,4591.0,1883.0,192.0,1294.0,0.0,1222.0
6835,0,1,2008,4,748.0,197.0,52.34,3.62,79.57,0.0,61.48,3.0,1.0,11030.0,3052.0,458.0,2801.0,0.0,4719.0
6884,0,1,2013,5,745.0,73.0,30.69,1.41,15.32,0.0,25.58,0.0,0.0,3677.0,1913.0,72.0,504.0,0.0,1188.0
6885,0,1,2013,10,745.0,69.0,40.09,0.05,24.28,0.0,4.59,0.0,0.0,3613.0,2497.0,4.0,986.0,0.0,126.0
6886,0,1,2015,1,745.0,96.0,31.14,12.98,32.02,0.0,19.86,13.0,1.0,4967.0,1492.0,761.0,1599.0,0.0,1115.0
6888,0,1,2016,6,745.0,135.0,46.37,7.17,36.56,0.0,44.90,0.0,0.0,6769.0,2646.0,487.0,1165.0,0.0,2471.0
6912,0,1,2016,4,744.0,70.0,25.73,0.47,30.49,0.0,13.31,0.0,2.0,3172.0,1703.0,7.0,823.0,0.0,639.0
6937,0,1,2006,11,742.0,111.0,35.26,2.45,36.83,0.0,36.46,3.0,1.0,4819.0,1390.0,81.0,1245.0,0.0,2103.0
6950,0,1,2016,9,742.0,65.0,21.66,5.57,26.39,0.0,11.38,0.0,2.0,4126.0,1458.0,482.0,1441.0,0.0,745.0
6960,0,1,2010,11,741.0,192.0,31.67,2.47,130.50,0.0,27.36,5.0,1.0,10702.0,1882.0,152.0,6045.0,0.0,2623.0
6979,0,1,2014,1,740.0,167.0,58.91,20.22,43.57,0.0,44.31,37.0,5.0,11598.0,4154.0,1933.0,1894.0,0.0,3617.0
6984,0,1,2017,7,740.0,190.0,46.97,4.53,101.21,0.0,37.29,0.0,4.0,15068.0,2919.0,226.0,9508.0,0.0,2415.0
7054,0,1,2011,9,739.0,108.0,35.48,0.2,35.69,0.0,36.63,3.0,3.0,4363.0,1486.0,19.0,1148.0,0.0,1710.0
7055,0,1,2013,11,739.0,82.0,44.86,1.1,13.33,0.0,22.70,1.0,1.0,3394.0,2111.0,26.0,375.0,0.0,882.0
7057,0,1,2014,4,739.0,123.0,58.12,1.53,40.93,0.0,22.42,0.0,0.0,6151.0,3335.0,54.0,1400.0,0.0,1362.0
7059,0,1,2016,2,739.0,133.0,37.05,2.52,66.29,0.0,27.14,8.0,6.0,7256.0,2096.0,93.0,3381.0,0.0,1686.0
7072,0,1,2010,3,738.0,148.0,62.87,2.92,56.91,1.0,24.30,14.0,1.0,7270.0,2811.0,400.0,2131.0,57.0,1871.0
7085,0,1,2006,6,737.0,188.0,48.81,9.36,74.73,0.65,54.45,5.0,1.0,11265.0,2605.0,838.0,3408.0,28.0,4386.0
7103,0,1,2010,5,736.0,320.0,79.02,8.93,199.73,1.0,31.33,3.0,2.0,17654.0,4623.0,916.0,9857.0,45.0,2213.0
7116,0,1,2011,5,735.0,102.0,43.22,1.78,34.47,0.0,22.53,1.0,1.0,4781.0,2272.0,78.0,1309.0,0.0,1122.0
7138,0,1,2013,1,734.0,59.0,26.89,3.74,14.77,0.0,13.59,1.0,0.0,3152.0,1420.0,229.0,554.0,0.0,949.0
7140,0,1,2015,3,734.0,103.0,32.19,2.46,54.40,0.0,13.95,3.0,0.0,5964.0,2174.0,526.0,2387.0,0.0,877.0
7142,0,1,2017,2,734.0,81.0,37.31,4.87,18.60,0.0,20.22,9.0,0.0,5218.0,2488.0,378.0,919.0,0.0,1433.0
7166,0,1,2013,4,732.0,159.0,56.82,3.08,63.19,1.0,34.91,1.0,2.0,8385.0,3083.0,798.0,2596.0,15.0,1893.0
7169,0,1,2015,12,732.0,144.0,42.57,9.85,56.96,0.0,34.62,3.0,7.0,8035.0,2011.0,931.0,2302.0,0.0,2791.0
7184,0,1,2010,12,731.0,293.0,90.63,8.25,146.09,0.0,48.03,14.0,0.0,13481.0,5025.0,699.0,5124.0,0.0,2633.0
7207,0,1,2012,3,730.0,84.0,29.72,1.51,30.62,0.0,22.15,0.0,3.0,3760.0,1527.0,99.0,816.0,0.0,1318.0
7209,0,1,2014,1,730.0,173.0,72.51,17.24,38.99,0.0,44.26,39.0,6.0,10318.0,3728.0,2615.0,1430.0,0.0,2545.0
7233,0,1,2009,11,73.0,13.0,4.61,0.0,8.39,0.0,0.00,1.0,0.0,647.0,444.0,0.0,203.0,0.0,0.0
7278,0,1,2007,9,729.0,102.0,27.67,2.06,49.37,0.0,22.90,11.0,0.0,4984.0,1430.0,103.0,1761.0,0.0,1690.0
7291,0,1,2012,9,728.0,89.0,32.44,0.92,29.69,0.0,25.95,4.0,1.0,4363.0,1673.0,43.0,960.0,0.0,1687.0
7310,0,1,2004,12,727.0,205.0,62.27,8.61,76.89,0.0,57.23,11.0,1.0,11018.0,3620.0,694.0,3196.0,0.0,3508.0
7317,0,1,2014,8,727.0,111.0,37.96,4.63,47.89,0.0,20.52,5.0,3.0,6388.0,2537.0,407.0,2058.0,0.0,1386.0
7320,0,1,2016,11,727.0,53.0,31.10,0.95,5.41,0.0,15.54,0.0,0.0,2687.0,1639.0,52.0,197.0,0.0,799.0
7321,0,1,2018,1,727.0,122.0,27.19,18.02,64.27,0.0,12.51,14.0,1.0,7289.0,1697.0,1676.0,3062.0,0.0,854.0
7328,0,1,2007,9,726.0,115.0,35.04,0.0,53.25,0.0,26.71,5.0,0.0,4566.0,1566.0,0.0,1717.0,0.0,1283.0
7330,0,1,2010,7,726.0,180.0,79.18,7.22,24.95,0.0,68.65,13.0,0.0,10984.0,4778.0,552.0,976.0,0.0,4678.0
7338,0,1,2015,1,726.0,94.0,33.30,5.79,36.71,0.0,18.20,2.0,1.0,4993.0,1745.0,686.0,1700.0,0.0,862.0
7339,0,1,2015,4,726.0,116.0,36.12,4.66,59.24,0.0,15.98,3.0,0.0,5153.0,1859.0,246.0,1965.0,0.0,1083.0
7359,0,1,2009,8,725.0,150.0,48.18,4.76,59.99,0.0,37.07,2.0,0.0,8383.0,2723.0,211.0,2629.0,0.0,2820.0
7362,0,1,2013,5,725.0,126.0,45.78,1.92,47.60,0.0,30.71,0.0,7.0,6450.0,2582.0,140.0,1607.0,0.0,2121.0
7384,0,1,2010,3,724.0,80.0,44.29,4.67,11.54,0.0,19.50,3.0,1.0,4719.0,2900.0,507.0,337.0,0.0,975.0
7385,0,1,2014,7,724.0,151.0,38.03,3.16,86.54,0.0,23.27,2.0,10.0,7557.0,2047.0,515.0,2864.0,0.0,2131.0
7386,0,1,2016,6,724.0,95.0,33.62,8.33,36.10,0.0,16.95,0.0,1.0,7665.0,2970.0,846.0,2019.0,0.0,1830.0
7403,0,1,2010,10,723.0,117.0,41.56,3.27,47.38,0.0,24.79,13.0,2.0,5462.0,1817.0,597.0,1416.0,0.0,1632.0
7406,0,1,2014,1,723.0,214.0,67.63,29.38,68.36,0.0,48.64,42.0,0.0,15666.0,4538.0,4250.0,2995.0,0.0,3883.0
7409,0,1,2016,5,723.0,121.0,43.92,3.74,60.49,0.0,12.85,0.0,3.0,6980.0,2394.0,214.0,3617.0,0.0,755.0
7410,0,1,2016,7,723.0,104.0,45.34,10.11,21.78,0.0,26.77,2.0,3.0,6576.0,2454.0,1787.0,852.0,0.0,1483.0
