,AA,DL,year, month,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
20597,1,0,2011,5,460.0,136.0,53.59,17.38,29.60,0.0,35.42,29.0,1.0,9390.0,3075.0,1790.0,1412.0,0.0,3113.0
20600,1,0,2012,9,460.0,186.0,82.96,2.82,44.78,0.0,55.44,3.0,1.0,10336.0,4483.0,141.0,1652.0,0.0,4060.0
20606,1,0,2014,2,460.0,138.0,48.40,10.47,39.53,0.0,39.60,11.0,0.0,5949.0,1788.0,589.0,1427.0,0.0,2145.0
20608,1,0,2014,9,460.0,91.0,26.56,0.48,25.89,0.0,38.07,5.0,0.0,4297.0,1460.0,42.0,743.0,0.0,2052.0
20609,1,0,2014,10,460.0,148.0,38.08,3.79,52.80,0.35,52.97,1.0,1.0,7512.0,1873.0,245.0,1652.0,17.0,3725.0
20611,1,0,2016,1,460.0,77.0,31.52,1.08,17.30,1.08,26.02,44.0,0.0,3919.0,2056.0,39.0,518.0,57.0,1249.0
20681,1,0,2007,7,459.0,156.0,45.49,19.7,30.29,0.0,60.52,4.0,3.0,11872.0,2785.0,2132.0,1644.0,0.0,5311.0
20694,1,0,2014,10,459.0,117.0,40.36,4.02,28.88,0.4,43.33,3.0,0.0,6046.0,2348.0,314.0,974.0,80.0,2330.0
20701,1,0,2017,7,459.0,115.0,34.60,6.79,29.57,0.47,43.56,8.0,4.0,7207.0,2539.0,642.0,1318.0,18.0,2690.0
20707,1,0,2015,4,4584.0,771.0,193.64,30.46,314.47,0.0,232.43,60.0,14.0,53654.0,14949.0,2389.0,16236.0,0.0,20080.0
20743,1,0,2015,4,458.0,120.0,33.40,8.93,42.43,0.0,35.24,2.0,0.0,7068.0,2053.0,499.0,1437.0,0.0,3079.0
20746,1,0,2017,11,458.0,62.0,23.99,1.45,29.96,0.0,6.59,1.0,0.0,2731.0,1143.0,40.0,1043.0,0.0,505.0
20765,1,0,2006,1,457.0,129.0,35.64,10.05,59.28,0.0,24.03,1.0,1.0,5893.0,1959.0,688.0,1789.0,0.0,1457.0
20766,1,0,2006,3,457.0,111.0,36.70,11.03,30.36,0.0,32.90,1.0,0.0,6668.0,1950.0,1193.0,1150.0,0.0,2375.0
20775,1,0,2007,12,457.0,221.0,63.35,23.78,79.13,0.0,54.74,6.0,0.0,12865.0,4163.0,1518.0,2910.0,0.0,4274.0
20778,1,0,2009,3,457.0,142.0,58.78,9.33,45.77,0.0,28.12,3.0,1.0,7542.0,3376.0,693.0,1501.0,0.0,1972.0
20786,1,0,2013,3,457.0,88.0,17.25,7.15,44.83,0.0,18.77,2.0,0.0,4179.0,860.0,394.0,1896.0,0.0,1029.0
20787,1,0,2013,10,457.0,148.0,43.03,4.5,68.18,0.0,32.29,0.0,0.0,5328.0,1772.0,217.0,1773.0,0.0,1566.0
20798,1,0,2015,6,4569.0,1136.0,220.03,36.48,557.97,1.82,319.71,109.0,34.0,76783.0,17119.0,2977.0,29462.0,86.0,27139.0
20799,1,0,2016,8,4569.0,1291.0,372.43,29.96,443.94,5.08,439.58,103.0,42.0,88116.0,27273.0,2858.0,20315.0,390.0,37280.0
20817,1,0,2010,2,4560.0,967.0,193.60,27.52,552.33,0.0,193.55,201.0,9.0,60638.0,15059.0,2921.0,29167.0,0.0,13491.0
20819,1,0,2004,8,456.0,109.0,29.52,14.31,26.98,0.0,38.19,12.0,1.0,7061.0,1784.0,1249.0,1302.0,0.0,2726.0
20831,1,0,2008,12,456.0,165.0,51.16,20.68,62.00,0.0,31.17,7.0,11.0,11329.0,3570.0,2349.0,3011.0,0.0,2399.0
20842,1,0,2011,8,456.0,107.0,50.29,6.28,21.03,0.0,29.41,20.0,1.0,4716.0,2148.0,269.0,818.0,0.0,1481.0
20868,1,0,2013,5,4551.0,1004.0,165.38,27.14,484.77,0.77,325.94,60.0,19.0,75286.0,11414.0,2018.0,35285.0,46.0,26523.0
20880,1,0,2005,8,455.0,110.0,24.83,5.11,34.32,0.0,45.74,5.0,0.0,5405.0,926.0,318.0,1359.0,0.0,2802.0
20895,1,0,2009,1,455.0,120.0,42.62,17.86,38.89,0.0,20.62,7.0,4.0,6516.0,2740.0,1048.0,1472.0,0.0,1256.0
20897,1,0,2009,10,455.0,191.0,23.86,0.65,143.06,0.0,23.43,17.0,0.0,13724.0,1297.0,60.0,10403.0,0.0,1964.0
20898,1,0,2009,10,455.0,108.0,47.99,3.97,32.34,0.0,23.70,2.0,1.0,5073.0,2227.0,230.0,1097.0,0.0,1519.0
20904,1,0,2013,1,455.0,97.0,28.25,6.67,31.75,0.0,30.34,4.0,1.0,4156.0,1302.0,307.0,982.0,0.0,1565.0
20911,1,0,2014,5,455.0,101.0,39.04,5.75,23.16,0.28,32.77,10.0,0.0,6033.0,1631.0,638.0,1145.0,54.0,2565.0
20916,1,0,2016,9,455.0,77.0,32.85,7.07,21.50,0.72,14.86,0.0,0.0,3915.0,1817.0,389.0,825.0,82.0,802.0
20917,1,0,2016,11,455.0,86.0,21.15,0.58,42.18,0.0,22.09,1.0,1.0,3495.0,1203.0,49.0,1269.0,0.0,974.0
20927,1,0,2011,1,4542.0,757.0,173.34,29.68,335.84,0.0,218.13,200.0,4.0,47130.0,10587.0,2623.0,18630.0,0.0,15290.0
20932,1,0,2004,6,454.0,164.0,40.25,20.81,48.77,0.0,54.17,2.0,0.0,10575.0,2347.0,2059.0,2136.0,0.0,4033.0
20937,1,0,2006,7,454.0,91.0,31.77,5.86,13.19,0.0,40.17,4.0,2.0,5707.0,1404.0,459.0,972.0,0.0,2872.0
20941,1,0,2009,7,454.0,124.0,26.60,3.64,78.77,0.0,14.99,15.0,8.0,8791.0,1398.0,330.0,6078.0,0.0,985.0
20951,1,0,2011,12,454.0,75.0,31.14,4.33,27.35,0.0,12.18,5.0,1.0,3387.0,1388.0,148.0,1204.0,0.0,647.0
20964,1,0,2018,1,454.0,82.0,27.51,2.64,28.24,0.0,23.61,2.0,0.0,4232.0,1476.0,97.0,1128.0,0.0,1531.0
20965,1,0,2016,10,4536.0,931.0,168.54,8.67,588.62,1.39,163.78,11.0,7.0,45364.0,10331.0,623.0,23144.0,78.0,11188.0
20969,1,0,2015,5,4533.0,689.0,181.84,30.54,223.40,1.94,251.28,53.0,8.0,46482.0,14734.0,2746.0,9056.0,127.0,19819.0
20970,1,0,2015,9,4533.0,424.0,169.64,5.92,137.25,2.77,108.42,17.0,4.0,24441.0,12176.0,249.0,3923.0,73.0,8020.0
20976,1,0,2004,7,453.0,111.0,40.53,9.04,31.49,0.0,29.94,5.0,0.0,6628.0,2488.0,615.0,1202.0,0.0,2323.0
20978,1,0,2005,3,453.0,102.0,26.12,8.71,41.48,0.0,25.69,1.0,0.0,4366.0,1044.0,469.0,1430.0,0.0,1423.0
20990,1,0,2009,4,453.0,121.0,40.56,5.57,37.30,0.0,37.56,2.0,0.0,6528.0,1932.0,310.0,1526.0,0.0,2760.0
20992,1,0,2009,8,453.0,102.0,20.56,3.41,64.63,0.0,13.40,7.0,9.0,6911.0,1242.0,225.0,4017.0,0.0,1427.0
20995,1,0,2010,4,453.0,82.0,37.16,5.47,23.57,0.0,15.81,0.0,1.0,3866.0,1827.0,319.0,801.0,0.0,919.0
20996,1,0,2011,3,453.0,78.0,48.31,0.0,19.01,0.0,10.67,19.0,2.0,4302.0,3039.0,0.0,736.0,0.0,527.0
20997,1,0,2011,5,453.0,100.0,39.69,8.62,27.23,0.0,24.45,31.0,2.0,6346.0,2415.0,948.0,1204.0,0.0,1779.0
21005,1,0,2014,1,453.0,131.0,47.50,17.68,24.73,0.0,41.10,14.0,7.0,7417.0,2791.0,1481.0,803.0,0.0,2342.0
21011,1,0,2016,7,453.0,131.0,51.53,7.1,24.48,0.3,47.60,4.0,0.0,8604.0,3768.0,521.0,1012.0,8.0,3295.0
21015,1,0,2017,2,4529.0,489.0,157.11,14.96,180.69,0.88,135.36,41.0,12.0,35061.0,15202.0,1488.0,8780.0,26.0,9565.0
21023,1,0,2017,7,4522.0,1215.0,336.27,49.37,395.69,2.08,431.58,91.0,14.0,82647.0,27119.0,3669.0,16695.0,206.0,34958.0
21025,1,0,2011,10,4521.0,610.0,175.19,13.93,211.05,0.09,209.74,36.0,8.0,32331.0,10613.0,1072.0,8187.0,10.0,12449.0
21034,1,0,2005,7,452.0,148.0,38.55,11.64,32.63,0.0,65.18,6.0,0.0,10176.0,2232.0,889.0,1544.0,0.0,5511.0
21050,1,0,2011,4,452.0,158.0,45.52,11.7,52.72,0.0,48.06,5.0,1.0,9764.0,2345.0,922.0,2121.0,0.0,4376.0
21056,1,0,2015,2,452.0,81.0,27.58,8.24,26.45,0.2,18.52,20.0,1.0,4628.0,1196.0,950.0,1252.0,7.0,1223.0
21058,1,0,2015,5,452.0,113.0,36.63,11.1,42.89,0.0,22.38,11.0,1.0,6407.0,1889.0,882.0,1824.0,0.0,1812.0
21062,1,0,2012,5,4514.0,755.0,144.10,26.88,344.68,0.0,239.34,74.0,39.0,50280.0,9777.0,1769.0,20645.0,0.0,18089.0
21068,1,0,2004,5,451.0,99.0,24.52,4.77,52.59,0.0,17.12,18.0,1.0,6544.0,2060.0,394.0,2871.0,0.0,1219.0
21080,1,0,2009,5,451.0,71.0,32.71,3.08,17.96,0.0,17.25,6.0,0.0,3829.0,1761.0,226.0,634.0,0.0,1208.0
21082,1,0,2009,8,451.0,112.0,32.26,6.2,45.73,0.0,27.82,7.0,1.0,6621.0,1728.0,295.0,2934.0,0.0,1664.0
21087,1,0,2014,3,451.0,98.0,34.97,3.3,30.27,0.0,29.46,5.0,0.0,4289.0,1543.0,240.0,904.0,0.0,1602.0
21094,1,0,2015,7,451.0,88.0,41.06,3.38,14.85,1.0,27.71,0.0,0.0,4455.0,2121.0,122.0,533.0,28.0,1651.0
21107,1,0,2016,4,4505.0,789.0,253.32,19.22,320.26,2.55,193.64,14.0,9.0,49064.0,18555.0,1941.0,12606.0,62.0,15900.0
21113,1,0,2004,10,450.0,145.0,34.94,10.36,71.91,0.0,27.79,0.0,1.0,6829.0,1665.0,851.0,2477.0,0.0,1836.0
21124,1,0,2007,6,450.0,152.0,41.74,15.06,42.74,0.0,52.47,12.0,3.0,11604.0,3405.0,1251.0,2212.0,0.0,4736.0
21125,1,0,2007,9,450.0,67.0,18.27,3.99,31.28,0.0,13.46,9.0,0.0,3152.0,817.0,497.0,1005.0,0.0,833.0
21127,1,0,2009,7,450.0,92.0,43.38,4.4,21.04,0.0,23.18,8.0,0.0,4449.0,2087.0,293.0,621.0,0.0,1448.0
21128,1,0,2009,8,450.0,107.0,27.34,5.91,54.08,0.0,19.67,3.0,2.0,6266.0,1976.0,398.0,2720.0,0.0,1172.0
21129,1,0,2009,10,450.0,96.0,25.01,3.52,50.77,0.0,16.70,2.0,1.0,6066.0,1393.0,285.0,3482.0,0.0,906.0
21136,1,0,2014,12,450.0,126.0,47.48,0.0,34.17,0.0,44.35,5.0,1.0,6290.0,2265.0,0.0,1245.0,0.0,2780.0
21137,1,0,2015,8,450.0,95.0,42.97,2.07,17.87,0.34,31.75,1.0,0.0,4594.0,1880.0,121.0,649.0,16.0,1928.0
21143,1,0,2017,9,450.0,67.0,23.00,1.0,26.51,1.0,15.49,73.0,1.0,3054.0,1163.0,47.0,915.0,67.0,862.0
21180,1,0,2017,1,4498.0,814.0,249.09,20.54,328.28,4.76,211.32,38.0,12.0,49096.0,18943.0,1713.0,11038.0,126.0,17276.0
21186,1,0,2010,9,4492.0,635.0,158.82,22.07,261.83,0.56,191.73,22.0,10.0,33078.0,12130.0,1198.0,9018.0,15.0,10717.0
21195,1,0,2007,1,449.0,121.0,36.07,20.55,16.33,0.0,48.04,17.0,0.0,7154.0,2178.0,1290.0,798.0,0.0,2888.0
21196,1,0,2007,5,449.0,120.0,32.07,9.77,34.67,0.0,43.49,9.0,1.0,5543.0,1413.0,723.0,1410.0,0.0,1997.0
21199,1,0,2007,8,449.0,190.0,42.85,4.51,99.42,0.0,43.22,9.0,2.0,14912.0,2495.0,394.0,8287.0,0.0,3736.0
21206,1,0,2008,10,449.0,111.0,26.45,1.06,69.34,0.62,13.53,10.0,2.0,5874.0,1466.0,41.0,3633.0,27.0,707.0
21207,1,0,2008,10,449.0,79.0,37.65,1.1,21.52,0.0,18.73,4.0,0.0,3417.0,2038.0,46.0,554.0,0.0,779.0
21208,1,0,2008,10,449.0,111.0,42.77,1.47,47.42,0.0,19.34,1.0,2.0,4614.0,2077.0,83.0,1259.0,0.0,1195.0
21210,1,0,2009,7,449.0,122.0,38.98,6.47,53.41,0.0,23.13,9.0,1.0,6939.0,1684.0,382.0,3057.0,0.0,1816.0
21219,1,0,2012,8,449.0,117.0,51.19,5.28,27.28,0.0,33.25,5.0,2.0,6028.0,2580.0,292.0,985.0,0.0,2171.0
21231,1,0,2017,8,449.0,107.0,32.42,4.51,29.67,0.0,40.40,3.0,3.0,5868.0,1746.0,272.0,1070.0,0.0,2780.0
21238,1,0,2013,10,4487.0,701.0,151.62,3.1,257.13,0.0,289.15,9.0,10.0,38161.0,11990.0,188.0,9878.0,0.0,16105.0
21239,1,0,2010,12,4486.0,852.0,117.37,30.76,507.20,1.02,195.65,194.0,17.0,53930.0,8586.0,2306.0,31046.0,28.0,11964.0
21245,1,0,2004,7,448.0,115.0,35.88,13.99,38.72,0.0,26.41,5.0,0.0,7143.0,2233.0,1006.0,1712.0,0.0,2192.0
21261,1,0,2007,11,448.0,75.0,32.85,3.89,18.43,0.0,19.84,1.0,1.0,3555.0,1720.0,182.0,532.0,0.0,1121.0
21265,1,0,2009,3,448.0,172.0,26.81,4.95,121.66,0.0,18.58,28.0,1.0,13126.0,1998.0,415.0,9068.0,0.0,1645.0
21266,1,0,2009,3,448.0,93.0,35.51,3.3,33.32,0.0,20.87,8.0,0.0,4380.0,1655.0,150.0,1017.0,0.0,1558.0
21268,1,0,2010,5,448.0,94.0,24.61,3.34,50.41,0.0,15.64,16.0,2.0,6387.0,1483.0,327.0,3170.0,0.0,1407.0
21270,1,0,2011,1,448.0,63.0,37.58,0.92,9.65,0.0,14.84,30.0,0.0,2869.0,1799.0,24.0,324.0,0.0,722.0
21274,1,0,2011,7,448.0,104.0,43.97,2.87,40.91,0.0,16.26,8.0,3.0,5992.0,2528.0,216.0,2320.0,0.0,928.0
21277,1,0,2012,7,448.0,100.0,45.14,9.59,19.97,0.0,25.30,4.0,0.0,4710.0,1805.0,707.0,791.0,0.0,1407.0
21281,1,0,2013,12,448.0,140.0,29.66,13.72,52.21,0.0,44.41,29.0,3.0,7438.0,1253.0,957.0,2280.0,0.0,2948.0
21284,1,0,2016,7,448.0,134.0,43.73,4.87,29.46,0.17,55.77,9.0,1.0,8524.0,2533.0,538.0,1194.0,17.0,4242.0
21301,1,0,2013,6,4470.0,1272.0,227.67,41.28,443.65,0.0,559.40,94.0,42.0,102693.0,23043.0,3946.0,26916.0,0.0,48788.0
21303,1,0,2004,2,447.0,125.0,28.74,8.5,54.04,0.0,33.72,7.0,1.0,5883.0,1183.0,540.0,2148.0,0.0,2012.0
21304,1,0,2004,3,447.0,138.0,28.24,4.76,55.68,0.0,49.32,19.0,0.0,7042.0,1487.0,289.0,1968.0,0.0,3298.0
21306,1,0,2004,8,447.0,69.0,14.71,7.53,14.33,0.0,32.42,9.0,0.0,4623.0,978.0,681.0,562.0,0.0,2402.0
21324,1,0,2008,12,447.0,152.0,27.44,25.55,67.34,0.0,31.66,26.0,3.0,9571.0,1285.0,1363.0,4485.0,0.0,2438.0
21333,1,0,2012,5,447.0,88.0,34.37,12.02,13.42,0.24,27.96,5.0,1.0,5462.0,1778.0,909.0,546.0,36.0,2193.0
21336,1,0,2012,10,447.0,195.0,66.61,4.02,86.06,0.0,38.31,5.0,1.0,7879.0,3303.0,156.0,2563.0,0.0,1857.0
21339,1,0,2013,10,447.0,61.0,25.87,5.87,12.56,0.0,16.70,0.0,4.0,2430.0,867.0,424.0,334.0,0.0,805.0
21340,1,0,2015,1,447.0,98.0,40.19,1.12,20.57,0.0,36.12,3.0,0.0,5216.0,2118.0,79.0,788.0,0.0,2231.0
21346,1,0,2015,3,4466.0,920.0,283.86,18.26,327.06,1.0,289.82,73.0,2.0,56593.0,22082.0,2385.0,10376.0,19.0,21731.0
21349,1,0,2016,11,4464.0,574.0,116.41,5.81,299.17,0.89,151.73,18.0,13.0,29213.0,7185.0,370.0,11056.0,64.0,10538.0
21356,1,0,2007,3,446.0,99.0,31.56,5.91,20.20,0.0,41.32,28.0,0.0,6091.0,1710.0,311.0,903.0,0.0,3167.0
21363,1,0,2009,10,446.0,113.0,23.95,1.41,71.73,0.0,15.91,3.0,0.0,8343.0,1534.0,76.0,5668.0,0.0,1065.0
21364,1,0,2009,11,446.0,58.0,35.32,0.56,12.94,0.0,9.18,1.0,8.0,2542.0,1784.0,39.0,367.0,0.0,352.0
21377,1,0,2015,4,446.0,87.0,21.07,5.41,35.35,0.0,25.17,4.0,0.0,4675.0,1218.0,448.0,1383.0,0.0,1626.0
21383,1,0,2017,4,446.0,100.0,30.11,1.26,33.12,0.0,35.51,1.0,0.0,4728.0,1287.0,75.0,1118.0,0.0,2248.0
21396,1,0,2016,2,4451.0,798.0,174.92,27.97,386.08,0.1,208.94,107.0,14.0,57123.0,12725.0,4150.0,24526.0,3.0,15719.0
21404,1,0,2006,6,445.0,103.0,32.14,6.84,21.38,0.0,42.64,0.0,3.0,5689.0,1709.0,368.0,893.0,0.0,2719.0
21408,1,0,2007,6,445.0,151.0,31.18,25.03,31.43,0.0,63.35,17.0,0.0,11976.0,1904.0,2164.0,1794.0,0.0,6114.0
21409,1,0,2007,7,445.0,173.0,50.89,15.07,49.65,0.0,57.39,8.0,4.0,10368.0,2662.0,1163.0,2527.0,0.0,4016.0
21415,1,0,2009,1,445.0,153.0,30.10,9.69,92.09,0.0,21.13,31.0,1.0,10350.0,2179.0,531.0,6315.0,0.0,1325.0
21417,1,0,2009,3,445.0,103.0,29.47,2.82,48.51,0.11,22.09,15.0,4.0,7203.0,1911.0,109.0,3488.0,6.0,1689.0
21419,1,0,2010,3,445.0,147.0,31.45,8.23,94.06,0.0,13.27,15.0,0.0,10346.0,1747.0,474.0,7279.0,0.0,846.0
21424,1,0,2010,12,445.0,62.0,27.29,0.34,19.24,0.0,15.12,7.0,1.0,2634.0,1393.0,21.0,749.0,0.0,471.0
21426,1,0,2011,7,445.0,125.0,61.31,4.29,31.22,1.0,27.17,5.0,3.0,6650.0,3423.0,245.0,1196.0,21.0,1765.0
21428,1,0,2012,2,445.0,88.0,35.88,2.4,33.24,0.0,16.49,3.0,1.0,3708.0,1929.0,104.0,904.0,0.0,771.0
21464,1,0,2009,1,444.0,130.0,42.46,15.57,45.92,0.0,26.05,19.0,0.0,6565.0,2030.0,993.0,1811.0,0.0,1731.0
21471,1,0,2010,9,444.0,67.0,29.27,8.91,17.16,0.0,11.66,2.0,0.0,3092.0,1691.0,329.0,403.0,0.0,669.0
21473,1,0,2011,5,444.0,134.0,44.77,19.97,34.66,0.0,34.60,21.0,3.0,8107.0,2352.0,1531.0,1447.0,0.0,2777.0
21505,1,0,2006,4,443.0,157.0,56.53,7.02,48.62,0.0,44.83,2.0,0.0,7875.0,2664.0,469.0,1645.0,0.0,3097.0
21507,1,0,2007,2,443.0,153.0,50.73,34.12,28.17,0.0,39.98,21.0,0.0,8560.0,2820.0,2157.0,1112.0,0.0,2471.0
21515,1,0,2009,12,443.0,110.0,31.49,24.54,23.99,0.0,29.98,12.0,0.0,6072.0,1442.0,1295.0,1303.0,0.0,2032.0
21517,1,0,2010,1,443.0,88.0,20.24,2.29,52.06,0.0,13.41,22.0,2.0,5397.0,824.0,119.0,3414.0,0.0,1040.0
21518,1,0,2010,1,443.0,58.0,26.12,7.23,13.01,0.0,11.64,10.0,0.0,2358.0,1184.0,293.0,413.0,0.0,468.0
21520,1,0,2011,2,443.0,146.0,45.58,17.64,50.27,0.0,32.51,25.0,3.0,7737.0,2693.0,1042.0,1820.0,0.0,2182.0
21521,1,0,2011,4,443.0,117.0,45.10,5.02,39.18,0.2,27.50,19.0,4.0,6847.0,2687.0,423.0,1909.0,11.0,1817.0
21522,1,0,2011,6,443.0,114.0,47.74,5.57,41.64,0.67,18.37,11.0,4.0,6123.0,2798.0,384.0,1848.0,10.0,1083.0
21524,1,0,2012,12,443.0,104.0,26.79,5.1,43.89,0.0,28.22,5.0,2.0,6095.0,1525.0,230.0,2626.0,0.0,1714.0
21527,1,0,2015,4,443.0,103.0,35.68,7.56,24.30,0.0,35.47,5.0,0.0,5599.0,1727.0,476.0,916.0,0.0,2480.0
21530,1,0,2017,1,443.0,94.0,26.23,0.2,28.29,1.06,38.23,0.0,0.0,3983.0,1317.0,9.0,704.0,27.0,1926.0
21535,1,0,2012,3,4428.0,801.0,153.36,15.77,414.48,1.0,216.40,64.0,5.0,47397.0,10261.0,1206.0,20709.0,17.0,15204.0
21546,1,0,2004,6,442.0,168.0,25.16,25.85,72.71,0.63,43.65,11.0,3.0,11195.0,1474.0,2266.0,4146.0,22.0,3287.0
21547,1,0,2004,7,442.0,93.0,32.06,9.74,22.08,0.0,29.12,6.0,1.0,5764.0,1896.0,509.0,951.0,0.0,2408.0
21548,1,0,2004,10,442.0,67.0,18.69,8.11,19.95,0.0,20.25,5.0,1.0,4000.0,941.0,501.0,1020.0,0.0,1538.0
21557,1,0,2008,12,442.0,207.0,35.68,9.15,127.72,0.0,34.45,24.0,1.0,17809.0,2986.0,533.0,11027.0,0.0,3263.0
21560,1,0,2009,5,442.0,131.0,25.61,3.97,82.36,0.0,19.06,15.0,2.0,10371.0,1404.0,323.0,7156.0,0.0,1488.0
21564,1,0,2009,9,442.0,32.0,17.00,4.18,4.87,0.0,5.95,1.0,3.0,1929.0,1031.0,262.0,184.0,0.0,452.0
21567,1,0,2010,2,442.0,88.0,39.51,11.33,20.26,0.0,16.90,11.0,0.0,5066.0,1917.0,755.0,1082.0,0.0,1312.0
21574,1,0,2011,10,442.0,67.0,31.65,3.66,15.70,0.0,16.00,0.0,0.0,2748.0,1341.0,279.0,479.0,0.0,649.0
21576,1,0,2012,6,442.0,104.0,48.44,10.12,23.89,0.0,21.55,6.0,7.0,5572.0,2350.0,924.0,1038.0,0.0,1260.0
21579,1,0,2014,9,442.0,87.0,33.10,1.23,31.02,0.0,21.66,4.0,0.0,4651.0,2183.0,33.0,1188.0,0.0,1247.0
21581,1,0,2015,2,442.0,116.0,31.53,11.34,50.62,0.0,22.51,19.0,1.0,5783.0,1303.0,1267.0,2058.0,0.0,1155.0
21584,1,0,2014,10,4419.0,1626.0,158.35,14.84,1073.66,0.21,378.94,49.0,4.0,96666.0,10221.0,1282.0,60924.0,12.0,24227.0
21590,1,0,2013,4,4411.0,1207.0,204.47,19.21,534.52,0.0,448.80,170.0,23.0,112331.0,20319.0,3097.0,47475.0,0.0,41440.0
21609,1,0,2009,12,441.0,126.0,28.67,11.77,61.57,0.1,23.88,14.0,1.0,9353.0,1807.0,1680.0,3985.0,6.0,1875.0
21611,1,0,2010,6,441.0,87.0,22.39,5.46,41.22,0.0,17.92,25.0,4.0,5218.0,1696.0,403.0,1878.0,0.0,1241.0
21615,1,0,2011,8,441.0,106.0,54.72,4.07,24.85,0.0,22.36,6.0,2.0,5929.0,3550.0,259.0,811.0,0.0,1309.0
21623,1,0,2015,4,441.0,80.0,30.66,5.83,21.09,0.0,22.41,4.0,0.0,4831.0,1959.0,386.0,703.0,0.0,1783.0
21638,1,0,2015,5,4400.0,844.0,254.43,27.71,316.48,1.57,243.80,16.0,5.0,52922.0,22662.0,2662.0,9324.0,70.0,18204.0
21648,1,0,2006,2,440.0,133.0,43.69,19.57,48.75,0.0,20.99,3.0,0.0,6961.0,2347.0,1081.0,2002.0,0.0,1531.0
21650,1,0,2006,10,440.0,87.0,18.40,5.38,21.06,0.83,41.32,12.0,0.0,5213.0,1080.0,428.0,734.0,15.0,2956.0
21657,1,0,2009,4,440.0,77.0,27.61,7.94,20.29,0.0,21.16,6.0,0.0,4232.0,1223.0,392.0,947.0,0.0,1670.0
21661,1,0,2009,6,440.0,143.0,35.14,9.16,80.41,0.0,18.29,22.0,8.0,11744.0,2495.0,1096.0,6627.0,0.0,1526.0
21670,1,0,2013,4,440.0,139.0,39.30,8.51,29.83,0.0,61.36,8.0,0.0,8343.0,2443.0,549.0,1030.0,0.0,4321.0
21673,1,0,2013,9,440.0,73.0,33.32,4.18,13.17,0.0,22.33,1.0,0.0,3625.0,1812.0,245.0,506.0,0.0,1062.0
21676,1,0,2014,2,440.0,90.0,39.32,6.32,21.57,0.0,22.79,7.0,1.0,5232.0,2101.0,400.0,1058.0,0.0,1673.0
21682,1,0,2016,9,440.0,59.0,22.82,2.05,16.81,0.0,17.33,2.0,0.0,3261.0,1610.0,58.0,637.0,0.0,956.0
21761,1,0,2014,3,4391.0,636.0,137.81,23.01,250.43,0.5,224.24,58.0,20.0,36451.0,9278.0,1507.0,10983.0,8.0,14675.0
21764,1,0,2004,12,439.0,157.0,40.92,13.9,54.42,3.12,44.65,3.0,0.0,8551.0,2155.0,866.0,2238.0,96.0,3196.0
21772,1,0,2006,12,439.0,114.0,34.79,5.8,21.65,0.0,51.75,24.0,0.0,6386.0,1410.0,290.0,1196.0,0.0,3490.0
21777,1,0,2009,1,439.0,110.0,29.52,5.41,48.15,0.0,26.92,11.0,1.0,7432.0,1663.0,280.0,3336.0,0.0,2153.0
21779,1,0,2009,2,439.0,81.0,29.97,4.59,36.59,0.0,9.85,5.0,0.0,3651.0,1614.0,242.0,1091.0,0.0,704.0
21780,1,0,2009,6,439.0,111.0,42.05,7.12,24.24,0.0,37.59,15.0,1.0,6191.0,2179.0,729.0,1133.0,0.0,2150.0
21786,1,0,2011,9,439.0,72.0,33.24,4.29,21.16,0.0,13.31,6.0,1.0,4615.0,2752.0,476.0,585.0,0.0,802.0
21790,1,0,2013,1,439.0,102.0,39.89,1.91,25.87,0.0,34.32,14.0,0.0,4920.0,1797.0,132.0,1208.0,0.0,1783.0
21809,1,0,2011,9,4381.0,755.0,194.74,16.45,319.38,0.86,223.57,29.0,2.0,41913.0,11334.0,829.0,16210.0,18.0,13522.0
21822,1,0,2005,12,438.0,102.0,34.96,11.55,30.10,0.11,25.28,12.0,0.0,4673.0,1256.0,589.0,1565.0,3.0,1260.0
21836,1,0,2009,9,438.0,94.0,28.50,3.56,48.94,0.26,12.74,3.0,0.0,4656.0,1228.0,220.0,2461.0,7.0,740.0
21842,1,0,2011,6,438.0,129.0,60.86,4.45,40.04,0.0,23.66,9.0,1.0,6976.0,3737.0,308.0,1506.0,0.0,1425.0
21853,1,0,2017,8,4379.0,1017.0,300.16,29.98,415.90,1.59,269.37,34.0,8.0,58249.0,20226.0,2950.0,14367.0,71.0,20635.0
21855,1,0,2018,1,4376.0,666.0,232.51,24.37,239.72,0.0,169.40,68.0,2.0,42786.0,17501.0,2451.0,8185.0,0.0,14649.0
21861,1,0,2017,6,4372.0,1127.0,286.68,49.89,435.49,0.23,354.70,106.0,36.0,75940.0,21801.0,4200.0,20728.0,11.0,29200.0
21864,1,0,2017,5,4371.0,894.0,265.31,11.59,335.21,3.19,278.70,23.0,7.0,59060.0,20405.0,1048.0,13429.0,137.0,24041.0
21866,1,0,2004,11,437.0,92.0,16.43,4.93,53.47,0.0,17.17,6.0,4.0,4610.0,707.0,477.0,2366.0,0.0,1060.0
21870,1,0,2006,3,437.0,114.0,27.62,8.94,52.76,0.0,24.68,8.0,1.0,6414.0,1668.0,559.0,2246.0,0.0,1941.0
